,id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
130182,6242322,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,540000.0
130267,6507955,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
130481,5010516,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
130590,6192654,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
130630,6297585,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
130772,5907171,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,360000.0
130864,6480096,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
130970,5542468,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,100350.0
131312,5994022,Female,True,Working,Higher education,Married,House / apartment,Core staff,117000.0
131380,6007095,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,202500.0
131412,6046953,Male,True,State servant,Higher education,Single / not married,House / apartment,Core staff,450000.0
131439,6484818,Male,True,Working,Higher education,Married,House / apartment,Sales staff,315000.0
131470,5883006,Female,True,State servant,Higher education,Single / not married,House / apartment,Medicine staff,157500.0
131481,6728550,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
131555,6234604,Female,True,Working,Secondary / secondary special,Married,Office apartment,Sales staff,171000.0
